emp_no,first_name,last_name,salary
32483,Gay,Tsukune,49352
32499,Jouko,Hellwagner,45077
32499,Jouko,Hellwagner,45077
32517,KayLiang,Himler,74846
32517,KayLiang,Himler,74846
32529,Mohammed,Barbanera,72480
32529,Mohammed,Barbanera,72480
32531,Heng,Zirintsis,63102
32531,Heng,Zirintsis,63102
32557,Henk,Vendrig,56582
32559,Ingemar,Thombley,40000
32559,Ingemar,Thombley,40000
32566,Takahito,Przulj,74272
32574,Steen,Bahi,49361
32578,Billie,Chleq,48555
32578,Billie,Chleq,48555
32580,Kirk,Facello,46813
32583,Siamak,Comte,56028
32584,Eishiro,Masamoto,41257
32584,Eishiro,Masamoto,41257
32599,George,Mundy,66123
32619,Xiong,Clouatre,69413
32619,Xiong,Clouatre,69413
32629,Make,Benzmuller,40000
32629,Make,Benzmuller,40000
32640,Uli,Oskamp,69207
32641,Tua,Tetzlaff,54119
32686,Ioana,Gien,58054
32686,Ioana,Gien,58054
32720,Adam,Baalen,40000
32721,Ferdinand,Grabner,40000
32721,Ferdinand,Grabner,40000
32737,Haldon,Vuskovic,49513
32737,Haldon,Vuskovic,49513
32772,Xinglin,Peris,51901
32772,Xinglin,Peris,51901
32820,Rasikan,Barriga,52863
32849,Adib,Kornyak,55787
32872,Poornachandra,Gien,60788
32876,Vishwani,Zyda,57470
32886,Yucai,Danecki,58308
32901,Theirry,Hinsberger,40000
32901,Theirry,Hinsberger,40000
32903,Maja,Terlouw,52832
32903,Maja,Terlouw,52832
32909,Sibyl,Krupka,40000
32917,Lein,Maccarone,40000
32933,Jouko,Tyugu,40000
32938,Qunsheng,Perna,40000
32952,Guiseppe,Foong,40000
32955,Basim,Dredge,59778
32955,Basim,Dredge,59778
32959,Ebru,Broomell,40000
32962,Girolamo,Orlowska,49726
32965,Margareta,Stifter,64891
32965,Margareta,Stifter,64891
32992,Tayeb,Yamaashi,40000
32992,Tayeb,Yamaashi,40000
32993,Yuchang,Ranta,62831
32993,Yuchang,Ranta,62831
33000,Kazunori,Gustavson,40000
33000,Kazunori,Gustavson,40000
33009,Tsutomu,Chinin,76829
33021,Mona,Genin,66907
33028,Salvador,Tzvieli,45530
33028,Salvador,Tzvieli,45530
33076,Geoff,Ranon,59053
33088,Shay,Alameldin,62352
33089,LiMin,Potthoff,84081
33097,Kish,Fiebach,40000
33106,Wonhee,Chaudhuri,59899
33109,Xumin,Papadias,40000
33109,Xumin,Papadias,40000
33109,Xumin,Papadias,40000
33110,Tua,Roccetti,45551
33110,Tua,Roccetti,45551
33115,Padma,Peyn,44843
33115,Padma,Peyn,44843
33115,Padma,Peyn,44843
33120,Harjit,Perko,40000
33123,Ingemar,Eiron,43475
33126,Charmane,Marwedel,40000
33126,Charmane,Marwedel,40000
33131,Reinhold,Savasere,40000
33137,Shietung,Ranon,49486
33137,Shietung,Ranon,49486
33139,Duangkaew,Leppanen,40000
33184,Kazuhiro,Kaelbling,72067
33185,Uri,Landherr,63633
33185,Uri,Landherr,63633
33186,Domenick,Hanratty,40000
33186,Domenick,Hanratty,40000
33196,Jungsoon,Gist,70306
33216,Zdislav,Thombley,68912
33216,Zdislav,Thombley,68912
33221,Makato,Demri,40000
33225,Mani,Ranta,50864
33240,Nishit,Pramanik,40000
33254,Jaber,Goodrum,40000
33255,Alejandra,Straney,46539
33267,Irena,Callaway,77378
33267,Irena,Callaway,77378
33270,Chanjung,Ebeling,64195
33270,Chanjung,Ebeling,64195
33281,Laurentiu,Kisuki,42158
33288,Hinrich,Fetvedt,40000
33288,Hinrich,Fetvedt,40000
33328,Dipankar,Osgood,74143
33336,Suzette,Rodham,65522
33336,Suzette,Rodham,65522
33344,Isaac,Emden,55732
33345,Gererd,Melter,40000
33363,Volkmar,Bugaenko,71033
33383,Alois,Luga,40000
33388,Mohua,Dalton,66354
33388,Mohua,Dalton,66354
33399,Roded,Lorcy,40000
33399,Roded,Lorcy,40000
33408,Shigeo,Denis,40000
33408,Shigeo,Denis,40000
33424,DAIDA,Mukaidono,40000
33431,Paris,Nannarelli,57458
33500,Ramya,Georg,40000
33509,Jongsuk,Henseler,66918
33510,Shaibal,Christ,57425
33510,Shaibal,Christ,57425
33528,Rafael,Riexinger,60126
33528,Rafael,Riexinger,60126
33530,Toney,Garigliano,40000
33530,Toney,Garigliano,40000
33545,Yinghua,Daescu,60133
33553,Parke,Murillo,93109
33553,Parke,Murillo,93109
33562,Shigenori,Zobel,40000
33562,Shigenori,Zobel,40000
33574,Mabhin,McAffer,40000
33576,Serif,Rodite,74359
33581,Prasadram,Kulisch,58948
33584,Marlo,Nivat,40000
33584,Marlo,Nivat,40000
33585,Pasqua,Junot,40000
33588,Avishai,Baja,42222
33597,Masaru,Turnbull,61734
33602,Weiru,Krone,40000
33602,Weiru,Krone,40000
33628,Macha,Ritcey,44804
33628,Macha,Ritcey,44804
33648,Giri,Denos,40000
33648,Giri,Denos,40000
33674,Abdelwaheb,Impagliazzo,54210
33674,Abdelwaheb,Impagliazzo,54210
33711,Jagoda,Kobuchi,44715
33711,Jagoda,Kobuchi,44715
33726,Yonghoan,Hasham,48271
33726,Yonghoan,Hasham,48271
33733,Premsyl,Levasseur,40000
33736,DeForest,Koyama,55845
33736,DeForest,Koyama,55845
33751,Fabrizio,Honiden,59642
33751,Fabrizio,Honiden,59642
33767,Dekang,Kenevan,40000
33778,Tua,Erva,53467
33778,Tua,Erva,53467
33827,Takanari,Kisuki,56153
33839,Weiwu,Broder,40482
33839,Weiwu,Broder,40482
33842,Shuji,Hiroyama,53772
33856,Valdiodio,Alpay,40000
33871,Vivian,Erdmenger,40000
33871,Vivian,Erdmenger,40000
33877,Jaewoo,Koshino,40000
33894,Harngdar,Bratten,70823
33894,Harngdar,Bratten,70823
33900,Youssef,Hettesheimer,51997
33902,Srinidhi,Rande,46777
33907,Jaihie,Kisuki,67143
33913,Niteen,Binkley,50784
33913,Niteen,Binkley,50784
33930,JoAnna,Kampfer,54550
33941,Mizuhito,Schaad,65903
33956,Fumitaka,Chorvat,40000
33957,Sanjay,Azuma,40000
33959,Karlis,Chandrasekhar,40000
33962,Yaghout,Puoti,49623
33990,Val,Showalter,40000
33991,Zeydy,Makrucki,64612
33991,Zeydy,Makrucki,64612
33992,Hongzue,Andreotta,44382
33998,Apostol,Polupanov,40000
33998,Apostol,Polupanov,40000
34006,Perry,Cairo,49593
34013,Gad,Dolinsky,71666
34026,Uinam,Bugrara,44899
34050,Youjian,Angot,63832
34050,Youjian,Angot,63832
34060,Gor,Schrooten,40000
34069,Mayuko,Schiper,77105
34069,Mayuko,Schiper,77105
34088,Yuping,Schicker,40000
34107,Zejun,Ramaiah,40000
34107,Zejun,Ramaiah,40000
34115,Saddek,Staelin,40000
34115,Saddek,Staelin,40000
34121,Cordelia,Falco,50950
34122,DeForest,Rossi,68696
34122,DeForest,Rossi,68696
34131,Yakkov,Shrader,62060
34147,Jiann,Falby,87973
34161,Hirochika,Geffroy,40000
34183,Gurbir,Birta,40000
34183,Gurbir,Birta,40000
34193,Lobel,Fargier,40000
34207,Pohua,Bernardeschi,40000
34207,Pohua,Bernardeschi,40000
34210,Xiaopeng,Zolotykh,46154
34211,Shigehiro,Geffroy,43052
34211,Shigehiro,Geffroy,43052
34212,Adly,Salverda,40000
34245,Yonghoan,Gammage,45058
34254,Moon,Marletta,40000
34265,Mihalis,Tsunoo,40000
34265,Mihalis,Tsunoo,40000
34268,Soenke,Kitai,62612
34277,Vatsa,Weedman,40000
34285,Juichirou,Rande,40000
34323,Chikara,Pokrovskii,40000
34323,Chikara,Pokrovskii,40000
34336,Honesty,Schurmann,51516
34336,Honesty,Schurmann,51516
34337,Zhanqiu,Pokrovskii,58008
34339,Rutger,Ladret,41023
34348,Along,Klassen,50163
34360,Barry,Gargeya,40000
34365,Arie,Schiettecatte,40000
34365,Arie,Schiettecatte,40000
34368,Wonhee,Ranon,63925
34370,Sampalli,Thorensen,65604
34386,Freyja,Berztiss,59884
34386,Freyja,Berztiss,59884
34395,Mads,Sessa,62299
34401,Uno,Lanteri,80958
34401,Uno,Lanteri,80958
34406,Yefim,Mitsuhashi,81629
34406,Yefim,Mitsuhashi,81629
34407,Lucian,Lorch,40000
34407,Lucian,Lorch,40000
34416,Ghassan,Murtha,69832
34432,Sachin,Bojadziev,58769
34444,Sailaja,Alpin,52565
34447,Almudena,Llado,40000
34447,Almudena,Llado,40000
34450,Vitali,Penttonen,85895
34470,Heeju,Woycyznski,40000
34470,Heeju,Woycyznski,40000
34489,Yaghout,Krychniak,40000
34489,Yaghout,Krychniak,40000
34516,Florina,Champarnaud,58702
34536,Danil,Narahari,51324
34539,Taiji,Oskamp,40000
34548,Weiru,Kalefeld,44666
34548,Weiru,Kalefeld,44666
34557,Junsik,Alvarado,41941
34557,Junsik,Alvarado,41941
34574,Sergi,Morrow,67874
34579,Aleksander,Terkki,46793
34579,Aleksander,Terkki,46793
34585,Mads,Broomell,70131
34587,Duri,Perna,77504
34587,Duri,Perna,77504
34591,Odysseas,Vitiello,40000
34602,Garnet,Flasterstein,48108
34607,Shaw,Gimarc,40000
34610,Xinan,Ranum,40000
34626,Udi,McConalogue,55992
34629,Monique,Bashian,40000
34632,Licheng,Clouatre,40000
34632,Licheng,Clouatre,40000
34641,Cathie,Jervis,69772
34661,Kiyokazu,Burnard,41753
34685,Serenella,Picaronny,40000
34685,Serenella,Picaronny,40000
34690,Beshir,Litzkow,75200
34690,Beshir,Litzkow,75200
34701,Kwun,Gecsei,40000
34706,Marl,Mahnke,56341
34706,Marl,Mahnke,56341
34707,Jacqueline,Syang,40000
34707,Jacqueline,Syang,40000
34713,Shigeichiro,Akaboshi,47534
34726,Shridhar,Emmart,75135
34726,Shridhar,Emmart,75135
34730,Jiong,Terwilliger,40000
34730,Jiong,Terwilliger,40000
34734,Ohad,Aumann,48174
34737,Candido,Litvinov,40000
34737,Candido,Litvinov,40000
34738,Adhemar,Thiran,40000
34738,Adhemar,Thiran,40000
34739,Arra,Collavizza,40000
34744,Reinhard,Prenel,56108
34764,Ferdinand,Osgood,44874
34764,Ferdinand,Osgood,44874
34768,Mansur,Ranum,52592
34797,Elvia,Bruckman,40000
34809,Mariangiola,Garrabrants,57526
34813,Brewster,Rettelbach,40000
34847,Pranav,Paciorek,40000
34873,Ingmar,Ruemmler,40000
34873,Ingmar,Ruemmler,40000
34882,Christophe,Suppi,53570
34893,Susuma,Pelc,42090
34893,Susuma,Pelc,42090
34906,Tzvetan,Marrevee,40000
34906,Tzvetan,Marrevee,40000
34912,DeForest,Meriste,64839
34915,Christ,Tetzlaff,53614
34920,Vidya,Wossner,40000
34920,Vidya,Wossner,40000
34922,Patricio,Ramsay,40263
34958,Goetz,Oberman,40000
34958,Goetz,Oberman,40000
34988,Moty,Matzel,55828
34988,Moty,Matzel,55828
34991,Gererd,Ramaiah,40000
35004,Marc,Kalafatis,40000
35004,Marc,Kalafatis,40000
35072,Kagan,Sridhar,65490
35072,Kagan,Sridhar,65490
35085,Chandrasekaran,Goldhammer,62286
35085,Chandrasekaran,Goldhammer,62286
35089,Paris,Lanzelotte,45709
35089,Paris,Lanzelotte,45709
35123,Yechezkel,Schaaf,57984
35123,Yechezkel,Schaaf,57984
35141,Shmuel,Sooriamurthi,54392
35182,Uinam,Eldridge,57876
35182,Uinam,Eldridge,57876
35188,Adel,Lund,40000
35188,Adel,Lund,40000
35195,Mart,Peir,40000
35205,Moty,Poupard,60607
35223,Abdulah,Busillo,40000
35223,Abdulah,Busillo,40000
35245,Shridhar,Quittner,40000
35245,Shridhar,Quittner,40000
35277,Rosine,Kusakari,44284
35278,Djelloul,Shrader,56383
35303,Fabrizio,Perz,40000
35304,Taizo,Griswold,56369
35304,Taizo,Griswold,56369
35319,Sariel,Benveniste,40000
35365,Divier,Quadeer,40000
35373,Bernd,Kumaresan,70037
35374,Leah,Kroha,50137
35374,Leah,Kroha,50137
35394,Shmuel,Muchinsky,40000
35394,Shmuel,Muchinsky,40000
35415,Frazer,Hasham,41350
35423,Moss,Caine,58766
35426,Elgin,Fairtlough,40000
35426,Elgin,Fairtlough,40000
35429,Cathie,Ducloy,61992
35429,Cathie,Ducloy,61992
35430,Eldridge,Chimia,46248
35430,Eldridge,Chimia,46248
35471,Sailaja,Birsak,81401
35471,Sailaja,Birsak,81401
35473,Arno,Schoegge,66295
35474,Katsuo,Guting,71662
35476,Frederique,Heinisuo,51888
35476,Frederique,Heinisuo,51888
35481,Shaunak,Mitsuhashi,77990
35481,Shaunak,Mitsuhashi,77990
35493,Jaihie,Bernardinello,65762
35493,Jaihie,Bernardinello,65762
35495,Monique,Lichtner,40000
35505,Barry,Sessa,51767
35507,Basim,DasSarma,48638
35524,Shigehito,Jarecki,48663
35524,Shigehito,Jarecki,48663
35525,Aran,Oehlmann,40000
35533,Marla,Nyrup,48609
35533,Marla,Nyrup,48609
35538,Khatoun,Foong,40000
35554,Aran,Bahl,40000
35554,Aran,Bahl,40000
35570,Baocai,Katzenelson,55970
35570,Baocai,Katzenelson,55970
35598,Aksel,Gini,40000
35598,Aksel,Gini,40000
35604,Kwan,Falck,55773
35604,Kwan,Falck,55773
35606,Martina,Anguita,40000
35606,Martina,Anguita,40000
35613,Margareta,Thorensen,54543
35618,Arie,Auyong,48723
35618,Arie,Auyong,48723
35618,Arie,Auyong,48723
35639,Khoa,Calkin,40000
35639,Khoa,Calkin,40000
35641,Aral,Jeansoulin,57196
35645,Domenico,Azuma,78324
35645,Domenico,Azuma,78324
35659,Gro,Armand,80399
35666,Munehiko,Narwekar,47885
35666,Munehiko,Narwekar,47885
35709,Ulises,Lueh,61461
35736,Tonny,Pargas,54086
35736,Tonny,Pargas,54086
35770,Francoise,Ramalingam,40000
35774,Sastry,Montresor,58604
35774,Sastry,Montresor,58604
35780,Duro,Tyugu,57827
35780,Duro,Tyugu,57827
35835,Yoshimitsu,Esteva,43034
35860,Conrado,Zschoche,73292
35860,Conrado,Zschoche,73292
35876,Giri,Streit,60161
35878,Yurij,Krohn,60218
35878,Yurij,Krohn,60218
35879,Siddarth,Riefers,40000
35879,Siddarth,Riefers,40000
35886,Constantijn,Alpin,49110
35886,Constantijn,Alpin,49110
35892,Ghassan,Olivero,48250
35892,Ghassan,Olivero,48250
35903,Arumugam,Zeilberger,81355
35919,Doowon,Jervis,49614
35931,Fox,Pero,40000
35931,Fox,Pero,40000
35933,Luigi,Onuegbe,40000
35933,Luigi,Onuegbe,40000
35955,Cristinel,Versino,40000
35963,Vincent,Schlenzig,43587
35977,Amalendu,Marciano,40000
35979,Alenka,Stanfel,50993
35981,Toney,Denis,86519
35989,Dmitri,Crelier,70224
35989,Dmitri,Crelier,70224
35991,Gurbir,Crelier,60311
35995,Boutros,Gladwell,40000
35995,Boutros,Gladwell,40000
36000,Weidon,Genin,40000
36000,Weidon,Genin,40000
36020,Zhilian,Krzyzanowski,55481
36032,Mikhail,Luck,63299
36032,Mikhail,Luck,63299
36042,Chaitali,Prochazka,66139
36043,Fai,Rubsam,90719
36043,Fai,Rubsam,90719
36062,Ramzi,Basawa,40000
36066,Aruna,Poujol,64323
36101,Vojin,Beerel,40000
36101,Vojin,Beerel,40000
36174,Saeko,Escriba,68190
36174,Saeko,Escriba,68190
36178,Bernt,Valette,89600
36178,Bernt,Valette,89600
36208,Greger,Cooke,40000
36214,Ymte,Crooks,43500
36214,Ymte,Crooks,43500
36235,Rajmohan,Rebaine,40000
36235,Rajmohan,Rebaine,40000
36338,Chuanti,Spelt,41846
36340,Xiaoqiu,Speek,53971
36340,Xiaoqiu,Speek,53971
36340,Xiaoqiu,Speek,53971
36357,Yongdong,Rohrbach,41131
36357,Yongdong,Rohrbach,41131
36390,Randi,Potthoff,40000
36425,Yishay,Zedlitz,61969
36425,Yishay,Zedlitz,61969
36458,Willard,Garnier,58669
36458,Willard,Garnier,58669
36464,Conor,Schlenzig,40174
36547,Yefim,Schlegelmilch,47520
36557,Josyula,Journel,49462
36564,Guttorm,Peyn,40000
36567,Insup,Gerteisen,53314
36582,Xinyu,Schauser,63036
36590,Sanjai,Macedo,40000
36591,Heeju,Goodrum,75346
36591,Heeju,Goodrum,75346
36595,Khedija,Karlin,95561
36595,Khedija,Karlin,95561
36660,Uli,Potthoff,40000
36660,Uli,Potthoff,40000
36688,Cristinel,Mateescu,40294
36688,Cristinel,Mateescu,40294
36695,Jaihie,Daescu,40063
36705,Zissis,Berztiss,45466
36705,Zissis,Berztiss,45466
36708,Siddarth,Heydon,40000
36785,Dmitry,Wallrath,40000
36785,Dmitry,Wallrath,40000
36791,Kinh,Rabejac,83373
36801,Kazuhira,Ranka,40667
36801,Kazuhira,Ranka,40667
36843,Masali,Gopalakrishnan,66556
36860,JoAnna,Zastre,45021
36862,Deniz,Negoita,40000
36871,Yechezkel,Gecsei,50661
36871,Yechezkel,Gecsei,50661
36871,Yechezkel,Gecsei,50661
36888,Aamod,Lanphier,40000
36888,Aamod,Lanphier,40000
36918,Howell,Shimshoni,50538
36918,Howell,Shimshoni,50538
36936,Rafols,Kamble,40000
36942,Hairong,Coney,49078
36942,Hairong,Coney,49078
36944,Gou,Hinsberger,55246
36944,Gou,Hinsberger,55246
36946,Stamatina,Atrawala,40000
36968,Shin,Siprelle,65871
36986,Fabrizio,Lalonde,60249
36986,Fabrizio,Lalonde,60249
36987,Brigham,Erde,64202
36987,Brigham,Erde,64202
37012,Gaetan,Doering,67010
37075,Kwangjo,Zockler,41657
37075,Kwangjo,Zockler,41657
37077,Rafail,Verspoor,68744
37078,Eben,Lueh,57082
37080,Mircea,Shihab,40000
37131,Conor,Koblitz,40000
37152,Gennadi,Passafiume,59041
37157,Deniz,Luce,40000
37157,Deniz,Luce,40000
37198,Vitali,Milicia,49413
37209,Fei,Erez,40000
37209,Fei,Erez,40000
37215,Lenore,Ecklund,70598
37215,Lenore,Ecklund,70598
37258,Fabrizio,Goodrum,54565
37280,Nathan,Nyanchama,56824
37281,Gita,Fontan,69468
37281,Gita,Fontan,69468
37319,Yuguang,Gils,46314
37343,Geoff,Kleiser,72404
37373,Eben,Nicolson,54342
37373,Eben,Nicolson,54342
37402,Amstein,Sundgren,73442
37402,Amstein,Sundgren,73442
37409,Niranjan,Akaboshi,52220
37409,Niranjan,Akaboshi,52220
37423,Karlis,Borstler,40551
37423,Karlis,Borstler,40551
37424,Bogdan,Perri,40000
37424,Bogdan,Perri,40000
37424,Bogdan,Perri,40000
37426,Masaki,Farrag,71713
37438,Hinrich,Delgrossi,43818
37438,Hinrich,Delgrossi,43818
37452,Wanqing,Weiland,40000
37452,Wanqing,Weiland,40000
37463,Lihong,Nittel,70632
37486,Hugo,Kohling,40000
37495,Kazuhide,Ramsey,40000
37504,Mack,Maquelin,40000
37504,Mack,Maquelin,40000
37520,Jaihie,Baezner,70098
37540,Akhilish,Chepyzhov,48382
37568,Youngkon,Busillo,40000
37571,Lena,Zyda,63776
37571,Lena,Zyda,63776
37577,Mansur,Narwekar,72384
37577,Mansur,Narwekar,72384
37580,Alair,Georg,55752
37600,Kerhong,Engelmann,71481
37600,Kerhong,Engelmann,71481
37606,Kwun,Gecsei,50046
37612,Etsuo,Sridhar,55447
37621,Ewing,Akiyama,48360
37633,Jixiang,Krone,47808
37637,Maja,Rabehasaina,40000
37637,Maja,Rabehasaina,40000
37648,Sreenivas,Luef,52219
37691,Hatem,Luke,83678
37705,Guangming,Straney,54898
37724,Owen,Gronowski,45938
37724,Owen,Gronowski,45938
37730,Rimon,Castellani,57348
37730,Rimon,Castellani,57348
37735,Magy,Larfeldt,40000
37735,Magy,Larfeldt,40000
37740,Ramalingam,Molenkamp,57918
37740,Ramalingam,Molenkamp,57918
37747,Sahrah,Schaft,45519
37747,Sahrah,Schaft,45519
37792,Shem,Esteva,57071
37794,Parke,Driscoll,49173
37794,Parke,Driscoll,49173
37808,Kwangsub,Katzenelson,40000
37808,Kwangsub,Katzenelson,40000
37840,Vidar,Georg,40000
37881,Sedat,Falster,69675
37881,Sedat,Falster,69675
37891,Sumali,Munro,40000
37898,Xiahua,Birke,40000
37898,Xiahua,Birke,40000
37900,Maia,Thummel,48991
37900,Maia,Thummel,48991
37937,Xiahua,Pero,74014
37942,Kagan,Schlenzig,73412
37944,Fun,Byoun,40000
37944,Fun,Byoun,40000
37948,Jayson,Zykh,56561
37948,Jayson,Zykh,56561
37970,Cathie,Woycyznski,60997
37970,Cathie,Woycyznski,60997
37975,Garnet,Onuegbe,67190
37975,Garnet,Onuegbe,67190
37987,Nadjib,Orsini,51970
37997,Akemi,Maliniak,40000
38015,Sorina,Basart,40000
38015,Sorina,Basart,40000
38019,Charlene,Yoshimura,94643
38019,Charlene,Yoshimura,94643
38029,Mayuko,Pashtan,52294
38029,Mayuko,Pashtan,52294
38030,Lillian,Jiafu,61523
38030,Lillian,Jiafu,61523
38075,Trygve,Mamelak,56297
38076,Kiyotoshi,Flowers,63867
38083,Evgueni,Farrel,46027
38083,Evgueni,Farrel,46027
38136,Shaunak,Kossowski,48031
38146,Paddy,Plavsic,59776
38146,Paddy,Plavsic,59776
38156,Akeel,Honglei,40000
38156,Akeel,Honglei,40000
38183,Janche,Swiss,40000
38183,Janche,Swiss,40000
38190,Jovan,Mundy,44202
38191,Huei,Suomi,46724
38191,Huei,Suomi,46724
38196,Munehiko,Khamsi,54163
38212,Siamak,Rodier,40000
38212,Siamak,Rodier,40000
38226,Manu,Rodiger,40000
38227,Abdelghani,Crabtree,40000
38233,Guther,Cherinka,81947
38243,Herbert,Barreiro,42467
38244,Phillip,Madeira,72130
38244,Phillip,Madeira,72130
38250,Ghassan,Levergood,72940
38251,Hatim,Birge,40000
38253,Teruyuki,Lukaszewicz,65246
38267,Abdelghani,Armand,53738
38267,Abdelghani,Armand,53738
38268,Maris,Imataki,59754
38279,Marsha,Farrar,47269
38279,Marsha,Farrar,47269
38309,Shaibal,Papadias,40000
38320,Fox,Rabejac,95596
38320,Fox,Rabejac,95596
38323,Kiyotoshi,Keirsey,40000
38334,Shiv,Morris,85718
38346,Goh,Falster,40000
38364,Maya,Vilarrasa,62332
38384,Yishai,Trumbly,40000
38385,Karoline,Brickell,52560
38386,Mabhin,Keustermans,62243
38386,Mabhin,Keustermans,62243
38388,Arnd,Nishimukai,67375
38388,Arnd,Nishimukai,67375
38394,Xiping,Shackell,72014
38399,Marsha,Ramalingam,40000
38425,Youssef,Senzako,72249
38427,Muzhong,Potthoff,41397
38451,Abdelkader,Decleir,77762
38451,Abdelkader,Decleir,77762
38461,Khoa,Kusakabe,80973
38485,Kiyomitsu,Kavanagh,59307
38485,Kiyomitsu,Kavanagh,59307
38497,Anyuan,Hiltgen,57075
38526,Xinyu,Roohalamini,40000
38552,Yolla,Quittner,80856
38552,Yolla,Quittner,80856
38561,Shawna,Madeira,91075
38561,Shawna,Madeira,91075
38602,Rafael,Showalter,40438
38611,Baoqiu,Wossner,40000
38612,Mayuko,Gyorkos,40000
38613,Rildo,Bojadziev,40000
38617,Renee,Herber,53968
38618,Houman,Ibel,74196
38618,Houman,Ibel,74196
38619,Avishai,Pena,62447
38625,Aleksander,Deyuan,40000
38653,Collette,Pluym,43608
38666,Bedrich,Penn,89526
38674,Danai,Reistad,57683
38694,Gudjon,Strandh,55494
38707,Constantine,Hitomi,72764
38707,Constantine,Hitomi,72764
38716,Toshimo,Perin,65186
38717,Boaz,Honiden,40907
38743,Baruch,Brender,47504
38747,Kenton,Guerreiro,53127
38760,Tristan,Schwartzbauer,52867
38760,Tristan,Schwartzbauer,52867
38761,Feiyu,England,44414
38761,Feiyu,England,44414
38766,Sreenivas,Wegerle,77109
38781,Eben,Khalil,40000
38781,Eben,Khalil,40000
38790,Boaz,Poujol,52039
38790,Boaz,Poujol,52039
38794,Sham,Randi,46069
38794,Sham,Randi,46069
38809,Rildo,Gelosh,40000
38815,Ebbe,Staylopatis,40000
38815,Ebbe,Staylopatis,40000
38816,Iara,Acton,47536
38816,Iara,Acton,47536
38824,Shounak,Rindone,40000
38838,Candida,Xiaoshan,40000
38845,Ottavia,Gopalakrishnan,47785
38847,Ugo,Waterhouse,63542
38847,Ugo,Waterhouse,63542
38851,Deborah,Stassinopoulos,40000
38851,Deborah,Stassinopoulos,40000
38852,Niranjan,Lorys,58217
38852,Niranjan,Lorys,58217
38859,Hiroyasu,Assaf,83977
38859,Hiroyasu,Assaf,83977
38867,Charmane,Randt,40000
38915,Divine,Hanratty,53650
38915,Divine,Hanratty,53650
38916,Hein,Kroll,62303
38929,Salvador,Lanteri,40000
38936,Mokhtar,Uehara,43734
38936,Mokhtar,Uehara,43734
38952,Shahaf,Sooriamurthi,56871
38960,Edwin,Morrow,59436
38960,Edwin,Morrow,59436
38978,Sedat,Linares,51276
39011,Reuven,Luce,40000
39011,Reuven,Luce,40000
39027,Zhilian,Greenaway,62362
39027,Zhilian,Greenaway,62362
39041,Shem,Fabrizio,40000
39041,Shem,Fabrizio,40000
39043,Kersti,Ferretti,40000
39043,Kersti,Ferretti,40000
39051,Tran,Madeira,48359
39056,Kristine,Schwartzburd,40000
39056,Kristine,Schwartzburd,40000
39088,Wanqing,Paciorek,60857
39094,Mohan,Gronowski,42313
39094,Mohan,Gronowski,42313
39119,Tristan,Klyachko,45650
39119,Tristan,Klyachko,45650
39132,Uta,Massonet,43652
39132,Uta,Massonet,43652
39151,Stamatina,Erbe,40000
39151,Stamatina,Erbe,40000
39181,Gao,Einsfeld,42291
39186,Golgen,Atrawala,55310
39210,Bernt,Spinelli,51473
39234,Feixiong,Ranka,57029
39236,Faiza,Nivat,85578
39248,Ung,Ibel,43755
39248,Ung,Ibel,43755
39258,Ingemar,Gimbel,45284
39258,Ingemar,Gimbel,45284
39259,Junsik,Peroz,45752
39259,Junsik,Peroz,45752
39264,Jaideep,Michaels,44376
39264,Jaideep,Michaels,44376
39278,Lenore,Guting,68655
39278,Lenore,Guting,68655
39286,Takahito,Gunderson,40000
39290,Kwee,Mateescu,47380
39290,Kwee,Mateescu,47380
39342,Xumin,Rehfuss,53828
39361,Gio,Cummings,40000
39361,Gio,Cummings,40000
39366,Yuqun,Baar,40000
39366,Yuqun,Baar,40000
39409,Zhilian,Leslie,41548
39409,Zhilian,Leslie,41548
39415,Muneo,Vecchio,40000
39416,Juichirou,Serot,58939
39422,Radoslaw,Krogh,46603
39426,Bluma,Tanemo,51988
39426,Bluma,Tanemo,51988
39429,Alassane,Sooriamurthi,61445
39433,Conor,Chleq,40000
39443,Weidon,Ratnaker,40000
39456,Bojan,Malinowski,59669
39480,Trygve,Seghrouchni,40000
39480,Trygve,Seghrouchni,40000
39481,Mokhtar,Ratnakar,40000
39481,Mokhtar,Ratnakar,40000
39506,Hatsukazu,Lubachevsky,40000
39506,Hatsukazu,Lubachevsky,40000
39529,Karoline,Menhoudj,40000
39529,Karoline,Menhoudj,40000
39533,Urs,Pettit,58823
39534,Venkatesan,Trystram,51458
39534,Venkatesan,Trystram,51458
39534,Venkatesan,Trystram,51458
39543,Dekang,Schrift,40000
39543,Dekang,Schrift,40000
39595,Vishv,Ramras,40000
39595,Vishv,Ramras,40000
39600,Ugo,Kawashimo,85804
39600,Ugo,Kawashimo,85804
39601,Izaskun,Zockler,49762
39629,Susanne,Rosin,42106
39637,Stafford,Larfeldt,43618
39640,Fox,Wroclawski,49797
39640,Fox,Wroclawski,49797
39657,Eran,Fortenbacher,51419
39657,Eran,Fortenbacher,51419
39658,Cullen,Flexer,40000
39658,Cullen,Flexer,40000
39662,Honglan,Birrer,40000
39668,Xiong,Baumann,65380
39671,Chenye,Hanabata,68004
39671,Chenye,Hanabata,68004
39674,JoAnna,Atrawala,40000
39675,Yakichi,Szemeredi,48777
39678,Chiradeep,Waeselynck,40297
39678,Chiradeep,Waeselynck,40297
